Codigo_Unico;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;nombre_establecimiento;Direccion;Categoria;Competencia_Via;Competencia Administrativa;Siniestros_fatales
6827;131201;LA LIBERTAD;VIRU;VIRU;-8.40547544;-78.82292712;VICTOR RAUL HAYA DE LA TORRE;OTROS VICTOR RAUL PARTE BAJA MZ. 1 LOTE 2 VICTOR RAUL PARTE BAJA MZ. 1 LOTE 2 VIRU VIRU LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
29745;50401;AYACUCHO;HUANTA;HUANTA;-12.93032834;-74.25095249;ENFERMERIA LOS CABITOS N¬∞ 51;circunvalacion NUMERO S/N DISTRITO HUANTA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;PROVINCIAL;0
5254;131201;LA LIBERTAD;VIRU;VIRU;-8.37444948;-78.65343774;HUACAPONGO;OTROS HUACAPONGO CENTRO DISTRITO VIRU PROVINCIA VIRU DEPARTAMENTO LA LIBERTAD;I-2;DISTRITAL;PROVINCIAL;0
13851;210501;PUNO;EL COLLAO;ILAVE;-16.08307142;-69.63814689;METROPOLITANO ILAVE;AVENIDA AV. ATAHUALPA S/N NUMERO S/N DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
7024;60801;CAJAMARCA;JAEN;JAEN;-5.81398556;-78.82154454;SAN MARTIN DE PORRES;OTROS CPM SAN MARTIN DE PORRES DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
3212;210501;PUNO;EL COLLAO;ILAVE;-16.00761833;-69.55761167;SULLCACATURA;OTROS CENTRO POBLADO SULLCACATURA CENTRO POBLADO SULLCACATURA ACORA PUNO PUNO;I-1;DISTRITAL;PROVINCIAL;0
19539;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.79256428;-73.40912773;SAN JUAN DE OCCOLLO;OTROS SAN JUAN DE OCCOLLO DISTRITO TURPO PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-1;PROVINCIAL;PROVINCIAL;0
25526;60801;CAJAMARCA;JAEN;JAEN;-5.69504324;-78.80861429;LOS SAUCES;CALLE LOS ALGARROBOS MANZANA D LOTE 26 URBANIZACION LOS SAUCES DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-3;PROVINCIAL;PROVINCIAL;0
25806;210101;PUNO;PUNO;PUNO;-15.8417265;-70.0300675;SAN JERONIMO DE ULLAGACHI;CARRETERA CAMINO VECINAL DISTRITO VILQUE PROVINCIA PUNO DEPARTAMENTO PUNO;I-1;DISTRITAL;PROVINCIAL;0
3047;210501;PUNO;EL COLLAO;ILAVE;-16.00955833;-69.52996333;ROSACANI;OTROS CENTRO POBLADO DE ROSACANI DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
3260;210101;PUNO;PUNO;PUNO;-15.88036833;-69.9694;JALLIHUAYA;OTROS CENTRO POBLADO JALLIHUAYA SECTOR INCAPUJIO DISTRITO PUNO PROVINCIA PUNO DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
4221;60801;CAJAMARCA;JAEN;JAEN;-5.83023623;-78.82535114;VALILLO;OTROS COMUNIDAD DE VALILLO DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
11154;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1060428;-79.0329727;SANIDAD DE LA PNP - TRUJILLO;AVENIDA AV. SANTA TERESITA DE JESUS S/N URB.  MONSERRATE NUMERO S/N DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
18156;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.189423;-78.48772294;ESTABLECIMIENTO PENITENCIARIO CAJAMARCA;OTROS FUNDO HUACARIZ S/N NUMERO S/N DISTRITO CAJAMARCA PROVINCIA CAJAMARCA DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
9689;131201;LA LIBERTAD;VIRU;VIRU;-8.46761266;-78.84787104;HUANCAQUITO BAJO;OTROS BARRIO EL PROGRESO BARRIO EL PROGRESO VIRU VIRU LA LIBERTAD;I-2;DISTRITAL;PROVINCIAL;0
10991;60401;CAJAMARCA;CHOTA;CHOTA;-6.50458008;-78.65886719;UTCHUCLACHULIT;OTROS CASERIO DE UTCHUCLACHULIT CASERIO DE UTCHUCLACHULIT CHOTA CHOTA CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
4194;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.67040863;-73.40773527;CHOCCEPUQUIO;CARRETERA CARRETERA ALTERNA CENTRO POBLADO CUNCATACA DISTRITO ANDAHUAYLAS PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-3;PROVINCIAL;PROVINCIAL;0
4762;60401;CAJAMARCA;CHOTA;CHOTA;-6.49014296;-78.62355714;LA PALMA;OTROS COMUNIDAD LA PALMA DISTRITO CONCHAN PROVINCIA CHOTA DEPARTAMENTO CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;1
7037;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;-6.21451;-77.864965;PEDRO CASTRO ALVA;AVENIDA AVENIDA PRINCIPAL S/N - ASENTAMIENTO HUMANO PEDRO CASTRO ALVA NUMERO S/N DISTRITO CHACHAPOYAS PROVINCIA CHACHAPOYAS DEPARTAMENTO AMAZONAS;I-2;PROVINCIAL;PROVINCIAL;0
5207;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.09879639;-79.00114805;PESQUEDA III;AVENIDA AVENIDA 5 DE ABRIL MZ 4 LOTE 22 DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-2;DISTRITAL;PROVINCIAL;0
32422;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.161621;-78.5093245;VIRGEN DEL ROSARIO;SUAREZ 965 1 ANTIGUO HOSPITAL DE CAJABAMBA CAJABAMBA CAJABAMBA CAJAMARCA;I-3;PROVINCIAL;PROVINCIAL;0
31536;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59587203;-69.22686282;VILLA NUEVA VICTORIA;CARRETERA interoceanica km 6300 salida al cusco 6300 carretera interoceanica km 6300 salida al cusco upis villa victoria TAMBOPATA TAMBOPATA MADRE DE DIOS;I-2;DISTRITAL;PROVINCIAL;0
31725;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1070395;-79.0255994;CLUB DE LEONES;INDEPENDENCIA NUMERO 839 DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-2;DISTRITAL;PROVINCIAL;0
35741;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1042174;-79.0089785;CAP III METROPOLITANO;AVENIDA BLAS PASCAL NUMERO 268 URBANIZACION LA NORIA DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
3255;210101;PUNO;PUNO;PUNO;-15.82941167;-70.020545;VALLECITO;OTROS BARRIO VALLECITO DISTRITO PUNO PROVINCIA PUNO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
3038;210501;PUNO;EL COLLAO;ILAVE;-16.11263333;-69.60233;CHILACOLLO;OTROS COMUNIDAD CHILACOLLO DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-1;DISTRITAL;PROVINCIAL;0
2997;210501;PUNO;EL COLLAO;ILAVE;-16.251315;-69.63151833;KANKORA;OTROS CENTRO POBLADO KANCCORA YACANGO DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
5575;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.32331236;-74.50120992;YANAMAYO;OTROS CASERIO YANAMAYO S/N NUMERO S/N DISTRITO CALLERIA PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI;I-1;DISTRITAL;PROVINCIAL;0
2728;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.6686666;-69.22802591;CHONTA;OTROS COMUNIDAD DE CHONTA COMUNIDAD DE CHONTA TAMBOPATA TAMBOPATA MADRE DE DIOS;I-1;DISTRITAL;PROVINCIAL;0
2664;30101;APURIMAC;ABANCAY;ABANCAY;-13.63543084;-72.89321087;BELLAVISTA;JIRON LOS SAUCES S/N BELLAVISTA ALTA S/N JIRON LOS SAUCES S/N BELLAVISTA ALTA ABANCAY ABANCAY APURIMAC;I-3;PROVINCIAL;PROVINCIAL;0
10887;211101;PUNO;SAN ROMAN;JULIACA;-15.49997221;-70.13106384;ENFERMERIA BING N∫ 4;JR. 7 DE JUNIO S/N - LA RINCONADA NUMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
4214;60801;CAJAMARCA;JAEN;JAEN;-5.7094412;-78.7986181;LAS NARANJAS;OTROS COMUNIDAD DE LAS NARANJAS DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
4220;60801;CAJAMARCA;JAEN;JAEN;-5.79808666;-78.91814016;PALMA CENTRAL;OTROS COMUNIDAD PALMA CENTRAL DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
4373;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;-6.69581039;-79.90944934;TORIBIA CASTRO CHIRINOS;CALLE CALLE ANDRRES AVELINO CACERES 489 DISTRITO LAMBAYEQUE PROVINCIA LAMBAYEQUE DEPARTAMENTO LAMBAYEQUE;I-4;DISTRITAL;PROVINCIAL;1
4319;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.76611513;-79.82880764;SAN ANTONIO;CALLE CALLE AMAZONAS N∫ 1005 DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
5687;150201;LIMA;BARRANCA;BARRANCA;-10.74654167;-77.7568;LAURIAMA;CALLE CALLE SOCABAYA S/N S/N CALLE SOCABAYA S/N BARRANCA BARRANCA LIMA;I-3;DISTRITAL;PROVINCIAL;0
5461;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.04804576;-74.65208643;TACSHITEA;MALECON JION MALECON UCAYALI  CASERIO TACSHITEA S/N NUMERO S/N DISTRITO CALLERIA PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI;I-2;DISTRITAL;PROVINCIAL;0
7168;60801;CAJAMARCA;JAEN;JAEN;-5.71536464;-78.79466979;MONTEGRANDE;OTROS COMUNIDAD MONTEGRANDE DISTRITO JAEN PROVINCIA JAEN DEPARTAMENTO CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
6928;60401;CAJAMARCA;CHOTA;CHOTA;-6.6290033;-78.59521099;NINO JESUS;OTROS COMUNIDAD GRUTAS DE NEGROPAMPA COMUNIDAD GRUTAS DE NEGROPAMPA CHOTA CHOTA CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
1882;240101;TUMBES;TUMBES;TUMBES;-3.58217906;-80.42026826;PAMPA GRANDE;AVENIDA AV. SIMON BOLIVAR N¬∞ 304 PAMPA GRANDE AV. SIMON BOLIVAR N¬∞ 304 PAMPA GRANDE TUMBES TUMBES TUMBES;I-4;DISTRITAL;PROVINCIAL;0
6320;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-5.90585;-77.03900667;CANABRAVA;JR.ANGAIZA S/N CASERIO CANA BRAVA NUMERO S/N DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
6321;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-5.928445;-77.01463333;LOS ANGELES;JR. 28  DE JULIO DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
7731;180301;MOQUEGUA;ILO;ILO;-17.65531778;-71.3151922;P.S. LOS ANGELES - ILO;OTROS A.H. LOS ANGELES MZ. O LT. 2  PAMPA INALAMBRICA A.H. LOS ANGELES MZ. O LT. 2  PAMPA INALAMBRICA ILO ILO MOQUEGUA;I-2;DISTRITAL;PROVINCIAL;0
6296;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-5.69228167;-77.37377167;SAN JOSE DE ALTO MAYO;OTROS CAS. SAN JOSE DEL ALTO MAYO S-N DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
7703;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.53001031;-69.21164156;OTILIA;OTROS COMUNIDAD DE OTILIA COMUNIDAD DE OTILIA TAMBOPATA TAMBOPATA MADRE DE DIOS;I-1;DISTRITAL;PROVINCIAL;0
5574;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.259025;-74.51063667;CHANCAY;OTROS CASERIO CHANCAY S/N NUMERO S/N DISTRITO CALLERIA PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI;I-1;DISTRITAL;PROVINCIAL;0
4671;60401;CAJAMARCA;CHOTA;CHOTA;-6.58883232;-78.68985703;LANCHEBAMBA;OTROS COMUNIDAD DE LANCHEBAMBA COMUNIDAD DE LANCHEBAMBA CHOTA CHOTA CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
5556;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.39181964;-74.5428795;9 DE OCTUBRE;28 DE JULIO 486 AA.HH. 9 DE OCTUBRE CALLERIA CORONEL PORTILLO UCAYALI;I-4;DISTRITAL;PROVINCIAL;0
4675;60401;CAJAMARCA;CHOTA;CHOTA;-6.55815756;-78.63490914;SANTA ROSA BAJO;OTROS COMUNIDAD SANTA ROSA BAJO COMUNIDAD SANTA ROSA BAJO CHOTA CHOTA CAJAMARCA;I-2;PROVINCIAL;PROVINCIAL;0
3041;210501;PUNO;EL COLLAO;ILAVE;-16.20257833;-69.66091167;JACHOCCO HUARACCO;OTROS CENTRO POBLADO JACHOCCO HUARACCO DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
10260;70101;CALLAO;CALLAO;CALLAO;-12.0318924;-77.1019049;SANIDAD DE LA BASE AERONAVAL DEL CALLAO;AVENIDA AV. FAUCETT S/N NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
5203;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.09495116;-79.01337229;"LOS GRANADOS ""SAGRADO CORAZON""";AVENIDA AVENIDA FEDERICO VILLARREAL 301 - URB LOS GRANADOS DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-4;DISTRITAL;PROVINCIAL;0
12831;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.198163;-78.522034;AYLAMBO;OTROS CASERIO AYLAMBO CASERIO AYLAMBO CAJAMARCA CAJAMARCA CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
21305;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.65878534;-73.39564721;ESTABLECIMIENTO PENITENCIARIO ANDAHUAYLAS;JIRON AYACUCHO 685 DISTRITO ANDAHUAYLAS PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-2;PROVINCIAL;PROVINCIAL;0
18979;211101;PUNO;SAN ROMAN;JULIACA;-15.4996879;-70.129653;ESTABLECIMIENTO PENAL JULIACA;JIRON JOSE SANTOS CHOCANO S/N NUMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
5199;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.1002909;-79.01726399;LA UNION;AVENIDA AVENIDA SANTA N∫ 1021-EL MOLINO DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
3253;210101;PUNO;PUNO;PUNO;-15.863885;-70.00088667;CHEJONA;JR. SIDERAL S/N CHEJONA NUMERO S/N DISTRITO PUNO PROVINCIA PUNO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
3045;210501;PUNO;EL COLLAO;ILAVE;-16.03595333;-69.51492833;PACUNCANI CALLATA;OTROS CENTRO POBLADO PACUNCANI CALLATA DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
3308;211101;PUNO;SAN ROMAN;JULIACA;-15.48032349;-70.13931455;JORGE CHAVEZ;JR. ANCASH S/N NUMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
5569;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.37799548;-74.55485637;CLAS TUPAC AMARU;OTROS AA.HH. TUPAC AMARU MZ. I - LOTE 12 AA.HH. TUPAC AMARU MZ. I - LOTE 12 CALLERIA CORONEL PORTILLO UCAYALI;I-3;DISTRITAL;PROVINCIAL;0
4324;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.78008667;-79.86825167;CERROPON;CALLE CALLE SANTA CATALINA N∫ 151 CALLE SANTA CATALINA N∫ 151 CHICLAYO CHICLAYO LAMBAYEQUE;I-3;DISTRITAL;PROVINCIAL;0
24200;210101;PUNO;PUNO;PUNO;-15.853201;-70.0138529;SAN MARTIN DE PORRES YANICO;TROCHA CAMINO VECINAL NUMERO S/N DISTRITO PAUCARCOLLA PROVINCIA PUNO DEPARTAMENTO PUNO;I-1;DISTRITAL;PROVINCIAL;0
10013;21801;ANCASH;SANTA;CHIMBOTE;-9.0670144;-78.5974318;"POLICLAçNICO DE COMPLEJIDAD CRECIENTE ""VICTOR PANTA RODRIGUEZ""";PROLONGACION PROLONGACION FRANCISCO PIZARRO N∫ 444 BARRIO FISCAL N∫ 5 DISTRITO CHIMBOTE PROVINCIA SANTA DEPARTAMENTO ANCASH;I-3;PROVINCIAL;PROVINCIAL;0
2722;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.59603805;-69.17360577;AA.HH. PUEBLO VIEJO;CALLE CALLE FAUSTINO MALDONADO CUADRA N¬∞ 2 CALLE FAUSTINO MALDONADO CUADRA N¬∞ 2 TAMBOPATA TAMBOPATA MADRE DE DIOS;I-2;DISTRITAL;PROVINCIAL;0
3043;210501;PUNO;EL COLLAO;ILAVE;-16.0827192;-69.6377489;OCONA;OTROS CENTRO POBLADO OCONA DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-1;DISTRITAL;PROVINCIAL;0
6325;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-5.80509667;-77.118035;NUEVA HUANCABAMBA;JR. COMERCIO S/N - NUEVA HUANCABAMBA NUMERO S/N DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
10888;211101;PUNO;SAN ROMAN;JULIACA;-15.4955688;-70.1266406;ENFERMERIA GAC N∫ 4;JR. RAMON CASTLLA S/N BARRIO ZARUMILLA-JULIACA NUMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
730;120101;JUNIN;HUANCAYO;HUANCAYO;-12.01349816;-75.18153354;VILCACOTO;OTROS ACTUALIZAR DISTRITO HUANCAYO PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-2;DISTRITAL;PROVINCIAL;0
6926;60401;CAJAMARCA;CHOTA;CHOTA;-6.55828;-78.593;PROGRESO PAMPA;OTROS COMUNIDAD PROGRESOPAMPA COMUNIDAD PROGRESOPAMPA CHOTA CHOTA CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
5456;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.39059407;-74.40989687;SANTO DOMINGO DE MASHANGAY;OTROS CASERIO SANTO DOMINGO DE MASHANGAY S/N NUMERO S/N DISTRITO CALLERIA PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI;I-2;DISTRITAL;PROVINCIAL;0
6371;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.50206167;-76.36750333;HUAYCO TARAPOTO;JR. ABANCAY N¬∞ 445 HUAYCO DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-2;DISTRITAL;PROVINCIAL;0
4643;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.220381;-78.469699;AGOCUCHO;OTROS BARRIO AGOCUCHO BARRIO AGOCUCHO CAJAMARCA CAJAMARCA CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
3261;210101;PUNO;PUNO;PUNO;-15.8402218;-70.0218805;LOS UROS;OTROS ISLA FLOTANTE UROS DISTRITO PUNO PROVINCIA PUNO DEPARTAMENTO PUNO;I-1;DISTRITAL;PROVINCIAL;0
3121;210501;PUNO;EL COLLAO;ILAVE;-16.20257833;-69.66091167;PICOTANI;OTROS COMUNIDAD DE PICOTANI DISTRITO PUTINA PROVINCIA SAN ANTONIO DE PUTINA DEPARTAMENTO PUNO;I-1;DISTRITAL;PROVINCIAL;0
23014;240101;TUMBES;TUMBES;TUMBES;-3.56242441;-80.45615292;GERARDO GONZALES VILLEGAS;CALLE CALLE 24 julio NUMERO 565 CALLE 24 julio NUMERO 565 TUMBES TUMBES TUMBES;I-2;DISTRITAL;PROVINCIAL;0
2098;200101;PIURA;PIURA;PIURA;-5.01201833;-80.62057667;P.S. LAGRIMAS DE CURUMUY;OTROS CASERIO LAGRIMAS DE CURUMUY-MEDIO PIURA CASERIO LAGRIMAS DE CURUMUY-MEDIO PIURA PIURA PIURA PIURA;I-2;DISTRITAL;PROVINCIAL;0
3307;211101;PUNO;SAN ROMAN;JULIACA;-15.4753026;-70.26047882;ISLA;OTROS KM 15 CENTRO POBLADO ISLA DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-2;DISTRITAL;PROVINCIAL;0
2821;180301;MOQUEGUA;ILO;ILO;-17.64970628;-71.3453818;P.S. VARADERO;OTROS NYLON SAN PEDRO F-3 NYLON SAN PEDRO F-3 ILO ILO MOQUEGUA;I-2;DISTRITAL;PROVINCIAL;0
2822;180301;MOQUEGUA;ILO;ILO;-17.65921341;-71.34710496;P.S. 18 DE MAYO;OTROS 18 DE MAYO  MZ. K LOTE 11   UPIS ALTO ILO 18 DE MAYO  MZ. K LOTE 11   UPIS ALTO ILO ILO ILO MOQUEGUA;I-2;DISTRITAL;PROVINCIAL;0
3301;211101;PUNO;SAN ROMAN;JULIACA;-15.48412238;-70.15438435;SANTA ADRIANA;JR PACHACAMAC S/N NUMERO S/N DISTRITO JULIACA PROVINCIA SAN ROMAN DEPARTAMENTO PUNO;I-4;DISTRITAL;PROVINCIAL;0
2700;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.53727528;-69.17009242;CACHUELA;CALLE CALLE FAUSTINO MALDONADO CUADRA N¬∞ 2 CALLE FAUSTINO MALDONADO CUADRA N¬∞ 2 TAMBOPATA TAMBOPATA MADRE DE DIOS;I-1;DISTRITAL;PROVINCIAL;0
4322;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;-6.77126101;-79.86761375;JOSE QUINONEZ GONZALES;OTROS TUMBES Y SARGENTO LORES S/N NUMERO S/N DISTRITO CHICLAYO PROVINCIA CHICLAYO DEPARTAMENTO LAMBAYEQUE;I-2;DISTRITAL;PROVINCIAL;0
5200;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.0944571;-79.02087539;LOS JARDINES;JIRON PAZ SOLDAN N∫ 220 URBANIZACION LOS JARDINES DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
5201;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;-8.10482228;-79.01385;ARANJUEZ;JIRON CHICLAYO N∫ 108 DISTRITO TRUJILLO PROVINCIA TRUJILLO DEPARTAMENTO LA LIBERTAD;I-3;DISTRITAL;PROVINCIAL;0
4620;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;-7.113211;-78.5328;HUAMBOCANCHA BAJA;CARRETERA HUAMBOCANCHA BAJA KM 3.5 - CARRETERA A BAMBAMARCA HUAMBOCANCHA BAJA KM 3.5 - CARRETERA A BAMBAMARCA CAJAMARCA CAJAMARCA CAJAMARCA;I-3;PROVINCIAL;PROVINCIAL;0
6804;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;-13.66157116;-73.39252936;ANDAHUAYLAS;AVENIDA AV. LOS CHANKAS 439 AV. LOS CHANKAS 439 ANDAHUAYLAS ANDAHUAYLAS APURIMAC;I-3;PROVINCIAL;PROVINCIAL;0
18451;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;-12.62975039;-69.23130785;SANIDAD AGMAL;OTROS BASE AAâREA DE PUERTO MALDONADO S/N NUMERO S/N DISTRITO TAMBOPATA PROVINCIA TAMBOPATA DEPARTAMENTO MADRE DE DIOS;I-2;DISTRITAL;PROVINCIAL;0
1884;240101;TUMBES;TUMBES;TUMBES;-3.55700516;-80.42750694;CLAS ANDRES ARAUJO MORAN;OTROS URB.LISNHERT TUDELA MZ X LT 01 DISTRITO TUMBES PROVINCIA TUMBES DEPARTAMENTO TUMBES;I-3;DISTRITAL;PROVINCIAL;0
6323;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-5.83055841;-77.0198989;MORROYACU;OTROS CC.NN. MORROYACU DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-1;DISTRITAL;PROVINCIAL;0
6370;220901;SAN MARTIN;SAN MARTIN;TARAPOTO;-6.47853;-76.360275;PUNTA DEL ESTE;PROLONGACION PROLONGACION ESPANA N¬∞ 335 BARRIO LA HOYADA SN DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-3;DISTRITAL;PROVINCIAL;0
5567;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.3684339;-74.54870778;JOSE OLAYA;JIRON BOLOGNESI S/N MZ 1  LT 2 ASENTAMIENTO HUMANO JOSE OLAYA S/N JIRON BOLOGNESI S/N MZ 1  LT 2 ASENTAMIENTO HUMANO JOSE OLAYA CALLERIA CORONEL PORTILLO UCAYALI;I-3;DISTRITAL;PROVINCIAL;0
4670;60401;CAJAMARCA;CHOTA;CHOTA;-6.57858;-78.67141;IRACA GRANDE;OTROS COMUNIDAD IRACA GRANDE COMUNIDAD IRACA GRANDE CHOTA CHOTA CAJAMARCA;I-1;PROVINCIAL;PROVINCIAL;0
