Codigo_Unico;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;nombre_establecimiento;Direccion;Categoria;Competencia_Via;Competencia Administrativa;Siniestros_fatales
6227;70105;CALLAO;CALLAO;LA PUNTA;-12.06837287;-77.15809712;PUESTO DE SALUD LA PUNTA;AVENIDA AV. GRAU N∫ 1002 -  LA PUNTA AV. GRAU N∫ 1002 -  LA PUNTA LA PUNTA CALLAO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
6230;70101;CALLAO;CALLAO;CALLAO;-12.02215478;-77.13692002;CENTRO DE SALUD ACAPULCO;AVENIDA AV. JOSE GALVEZ S/N CMTE.8 - PP.JJ. ACAPULCO NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-4;PROVINCIAL;PROVINCIAL;1
6234;70101;CALLAO;CALLAO;CALLAO;-12.04586988;-77.11113384;PUESTO DE SALUD SANTA ROSA;AVENIDA AV. T. AMARU GDIA.CHALACA S/N MINICOMPL. STA.ROSA NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
6242;70101;CALLAO;CALLAO;CALLAO;-12.03794156;-77.0963773;PUESTO DE SALUD PLAYA RIMAC;CALLE CALLE BOLOGNESI Y JOSE SANTOS CHOCANO S/N NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
6202;150101;LIMA;LIMA;LIMA;-12.05006736;-77.06225551;CENTRO REF. ESP. ANTIRRABICO - ESPECIALIZADO EN ZOONOSIS (CENTRO DE SALUD CONTROL DE ZOONOSIS);CALLE CALLE AUSTRIA N∫ 1300 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;DISTRITAL;PROVINCIAL;0
18077;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.0441596;-76.971282;POLICLINICO POLICIAL MOYOBAMBA;AVENIDA AV. GRAU 451 BARRIO DE CALVARIO DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-3;DISTRITAL;PROVINCIAL;1
1280;40124;AREQUIPA;AREQUIPA;UCHUMAYO;-16.451012;-71.614663;CENTRO DE SALUD CERRO VERDE;CALLE CALLE CONDOROMA S/N-CERRO VERDE NUMERO S/N DISTRITO UCHUMAYO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1262;40114;AREQUIPA;AREQUIPA;POLOBAYA;-16.56658739;-71.36800576;PUESTO DE SALUD POLOBAYA;OTROS CELLE AREQUIPA S/N - LA CAPILLA NUMERO S/N DISTRITO POLOBAYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
6091;150123;LIMA;LIMA;PACHACAMAC;-12.1590087;-76.8540268;PUESTO DE SALUD MANCHAY ALTO;AVENIDA AV LAS CASUARINAS  MZ E LT 18 CENTRO POBLADO RURAL MANCHAY ALTO DISTRITO PACHACAMAC PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
6099;150123;LIMA;LIMA;PACHACAMAC;-12.1811992;-76.8510552;PUESTO DE SALUD CARDAL;OTROS CENTRO POBLADO RURAL CARDAL - PACHACAMAC CENTRO POBLADO RURAL CARDAL - PACHACAMAC PACHACAMAC LIMA LIMA;I-2;PROVINCIAL;DISTRITAL;0
6255;70106;CALLAO;CALLAO;VENTANILLA;-11.87255066;-77.10995729;PUESTO DE SALUD VENTANILLA ALTA;AVENIDA AV. CENTRAL  MZA L S/N- VENTANILLA NUMERO S/N DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
6259;70106;CALLAO;CALLAO;VENTANILLA;-11.94239104;-77.11760677;PUESTO DE SALUD VENTANILLA ESTE;PARQUE PRIMERA ETAPA AA.HH. PARQUE PORCINO DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
6261;70106;CALLAO;CALLAO;VENTANILLA;-11.82445218;-77.13188278;PUESTO DE SALUD LUIS FELIPE DE LAS CASAS;OTROS LOS ALISOS - EUCALIPTOS DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
6263;70106;CALLAO;CALLAO;VENTANILLA;-11.84707868;-77.12750905;PUESTO DE SALUD  SANTA ROSA DE PACHACUTEC;OTROS MZA. P.O. LOTE 1 AA.HH. SANTA ROSA DE PACHACUTEC DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;0
6171;150101;LIMA;LIMA;LIMA;-12.0537765;-77.022701;CENTRO DE SALUD JUAN PEREZ CARRANZA;JR. CUZCO 925 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;DISTRITAL;PROVINCIAL;0
13297;40101;AREQUIPA;AREQUIPA;AREQUIPA;-16.39531833;-71.53070833;POLICLINICO METROPOLITANO ESSALUD;PROLONGACION PROLONGACION CALLE AYACUCHO S/N NUMERO S/N DISTRITO AREQUIPA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;PROVINCIAL;0
10362;50406;AYACUCHO;HUANTA;SANTILLANA;-12.69176648;-74.23745841;PUESTO DE SALUD MARQARAQAY;PLAZA PLAZA PRINCIPAL DE MAQARAQAY DISTRITO SANTILLANA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
5743;150135;LIMA;LIMA;SAN MARTIN DE PORRES;-12.030943;-77.0861791;CENTRO DE SALUD PERU IV ZONA;AVENIDA AV  PERU N∫ 3595 - URB. PERU AV  PERU N∫ 3595 - URB. PERU SAN MARTIN DE PORRES LIMA LIMA;I-3;PROVINCIAL;DISTRITAL;0
3629;50114;AYACUCHO;HUAMANGA;VINCHOS;-13.20311929;-74.37497377;PUESTO DE SALUD AëAUPALLACCTA;JR. EL PINO S/N NUMERO S/N DISTRITO VINCHOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
6220;70101;CALLAO;CALLAO;CALLAO;-12.06225097;-77.13794025;PUESTO DE SALUD MANUEL BONILLA;AVENIDA AV. ALMIRANTE MIGUEL GRAU N∫ 1015 DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
17814;150201;LIMA;BARRANCA;BARRANCA;-10.7474554;-77.7576531;CENTRO DE ATENCION PRIMARIA III PEDRO REYES BARBOZA - BARRANCA;AVENIDA AV. EL BOSQUE S/N - URB LAS PALMERAS NUMERO S/N DISTRITO BARRANCA PROVINCIA BARRANCA DEPARTAMENTO LIMA;I-4;DISTRITAL;PROVINCIAL;0
3773;50407;AYACUCHO;HUANTA;SIVIA;-12.601825;-73.849268;PUESTO DE SALUD MATUCANA;OTROS LTE 6 MZ B. MATUCANA DISTRITO SIVIA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
20245;240101;TUMBES;TUMBES;TUMBES;-3.5695573;-80.4606256;"POLICLINICO MILITAR ""GRAL BRIG JORGE GUIMAC BONIFAZ""";AVENIDA AV. TACNA N∫ 101 DISTRITO TUMBES PROVINCIA TUMBES DEPARTAMENTO TUMBES;I-4;DISTRITAL;PROVINCIAL;0
3548;50102;AYACUCHO;HUAMANGA;ACOCRO;-13.2589386;-74.07595013;PUESTO DE SALUD SECCELAMBRAS;OTROS SECCELAMBRAS S/N NUMERO S/N DISTRITO ACOCRO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
1293;40110;AREQUIPA;AREQUIPA;MIRAFLORES;-16.395062;-71.523621;CENTRO DE SALUD MIRAFLORES;AVENIDA AV. SAN MARTIN 1216 DISTRITO MIRAFLORES PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1250;40104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.39811426;-71.56848022;PUESTO DE SALUD JOSE SANTOS ATAHUALPA;PROLONGACION PROLONGACION PROGRESO MZ. H LOTE 14 DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
25207;60801;CAJAMARCA;JAEN;JAEN;-5.71446333;-78.80685184;CENTRO DE SALUD MENTAL COMUNITARIO JAEN;CALLE AYACUCHO 420 A POCOS DE CALLE LOS LAURELES Y AYACUCHO JAEN JAEN CAJAMARCA;I-3;PROVINCIAL;PROVINCIAL;0
3609;50107;AYACUCHO;HUAMANGA;PACAYCASA;-13.05740575;-74.21531765;PUESTO DE SALUD PACAYCASA;JR ESMERALDA DE LOS ANDES K-2 DISTRITO PACAYCASA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
9304;150101;LIMA;LIMA;LIMA;-12.0550758;-77.0241856;POSTA MAâDICA CONSTRUCCIAìN CIVIL;PROLONGACION PROLONGACION CANGALLO N¬∞ 670 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;DISTRITAL;PROVINCIAL;0
25590;160101;LORETO;MAYNAS;IQUITOS;-3.7323305;-73.2546289;PUESTO DE SALUD I-1 SAN JUAN DE PURITANIA;CARRETERA KILOMETRO 79 KILOMETRO 79 DISTRITO NAUTA PROVINCIA LORETO DEPARTAMENTO LORETO;I-1;DISTRITAL;PROVINCIAL;0
3631;50114;AYACUCHO;HUAMANGA;VINCHOS;-13.31453012;-74.33964905;PUESTO DE SALUD ARIZONA;PLAZA COMUNIDAD ARIZONA MANZANA A1 LOTE 1 DISTRITO VINCHOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
9218;210501;PUNO;EL COLLAO;ILAVE;-16.0825395;-69.6384724;POLICLINICO ILAVE -  RED ASISTENCIAL PUNO;JR. INDEPENDENCIA N∫ 210 - PLAZA DE ARMAS DISTRITO ILAVE PROVINCIA EL COLLAO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
27325;150203;LIMA;BARRANCA;PATIVILCA;-10.6962244;-77.7757271;CENTRO DE SALUD MENTAL COMUNITARIO DE BARRANCA;OTROS PLAYA PUERTO CHICO S/N EX PRONOIE BARRANCA BARRANCA LIMA;I-3;PROVINCIAL;DISTRITAL;0
26205;150111;LIMA;LIMA;EL AGUSTINO;-12.0618186;-76.9802503;CONSULTORIO MEDICO DE SEDAPAL- SEDE ATE;AVENIDA NICOLAS AYLLON NUMERO 2309 PISO 3 DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
4205;30215;APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;-13.6478326;-73.49924985;PUESTO DE SALUD TARAMBA;AVENIDA AV. 23 DE SETIEMBRE S/N NUMERO S/N DISTRITO SANTA MARIA DE CHICMO PROVINCIA ANDAHUAYLAS DEPARTAMENTO APURIMAC;I-1;PROVINCIAL;DISTRITAL;0
27068;150103;LIMA;LIMA;ATE;-12.01673871;-76.82504094;CENTRO DE SALUD MENTAL COMUNITARIO SANTA ROSA DE HUAYCAN;AVENIDA 15 DE JULIO ZONA D, LOTE 24 LOTE 24 URBANIZACION ACV HUAYCAN DISTRITO ATE PROVINCIA LIMA DEPARTAMENTO LIMA;I-2;PROVINCIAL;DISTRITAL;0
27818;211101;PUNO;SAN ROMAN;JULIACA;-15.53120166;-70.13198252;centro de salud mental comunitario san roman juliaca;URBANIZACION municipal taparachi III etapa sector pentagono hospital materno infantil JULIACA SAN ROMAN PUNO;I-3;DISTRITAL;PROVINCIAL;0
28875;100101;HUANUCO;HUANUCO;HUANUCO;-9.9207648;-76.2410843;CENTRO DE SALUD APARICIO POMARES;PROLONGACION JUNIN SIN NUMERO ENTRE LOS Jr.ES MICAELA BASTIDAS E INDEPENDENCIA HUANUCO HUANUCO HUANUCO;I-3;DISTRITAL;PROVINCIAL;0
1233;40126;AREQUIPA;AREQUIPA;YANAHUARA;-16.38601829;-71.54048923;CENTRO DE SALUD YANAHUARA;CALLE ESQUINA CALLES UGARTE Y ESPINAR S/N NUMERO S/N DISTRITO YANAHUARA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
3669;50412;AYACUCHO;HUANTA;CHACA;-12.78415747;-74.20562204;PUESTO DE SALUD CHACA;PLAZA PLAZA PRINCIPAL DE CHACA DISTRITO CHACA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
3616;50109;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;-13.14019156;-74.37033016;PUESTO DE SALUD MOLINOS (RUMIHUASI);OTROS COMUNIDAD DE MOLINOS DISTRITO SAN JOSE DE TICLLAS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3558;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.1872636;-74.26149444;PUESTO DE SALUD RANCHA;OTROS COMUNIDAD DE RANCHA DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;PROVINCIAL;0
1299;40106;AREQUIPA;AREQUIPA;CHIGUATA;-16.40277486;-71.39231933;CENTRO DE SALUD CHIGUATA;PLAZA PLAZA PRINCIPAL J-4 CHIGUATA DISTRITO CHIGUATA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-3;PROVINCIAL;DISTRITAL;0
1247;40104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.32541994;-71.59415381;CENTRO DE SALUD CIUDAD MUNICIPAL;"OTROS ZONA ""1"",  MZ LL CIUDAD MUNICIPAL DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA";I-3;PROVINCIAL;DISTRITAL;0
25226;150125;LIMA;LIMA;PUENTE PIEDRA;-11.93531354;-77.09345572;CENTRO DE SALUD MENTAL COMUNITARIO RENATO CASTRO DE LA MATA;AVENIDA JACARANDA NUMERO S/N PISO 1 URBANIZACION AAHH ENSENADA DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;PROVINCIAL;DISTRITAL;0
27572;160101;LORETO;MAYNAS;IQUITOS;-3.737496;-73.244746;CENTRO DE SALUD MENTAL COMUNITARIO - PUNCHANA;CALLE ARGENTINA AA. HH LAS MALVINAS S/N COLEGIO LAS MALVINAS PUNCHANA MAYNAS LORETO;I-3;DISTRITAL;PROVINCIAL;0
3555;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.15966001;-74.23244555;PUESTO DE SALUD BARRIOS ALTOS;OTROS BARRIOS ALTOS MZ-B1 LOTE 03 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;PROVINCIAL;0
30443;50107;AYACUCHO;HUAMANGA;PACAYCASA;-13.0788799;-74.22277017;PUESTO DE SALUD HUAYLLAPAMPA;OTROS LOCALIDAD DE HUAYLLAPAMPA NUMERO S/N DISTRITO PACAYCASA PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
6266;70106;CALLAO;CALLAO;VENTANILLA;-11.82924006;-77.15931907;PUESTO DE SALUD 3 DE FEBRERO;OTROS MZA V S/N GRUPO RESIDENCIAL B3 SECTOR B PROYECTO PILOTO NUEVO PACHACUTEC NUMERO S/N DISTRITO VENTANILLA PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;DISTRITAL;1
8880;150101;LIMA;LIMA;LIMA;-12.0590926;-77.0401513;CENTRO MEDICO ANCIJE;JR. CHOTA N∫ 1449 - CERCADO DE LIMA DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA;I-3;DISTRITAL;PROVINCIAL;0
6133;150142;LIMA;LIMA;VILLA EL SALVADOR;-12.2191614;-76.9452898;CENTRO MATERNO INFANTIL JUAN PABLO II;AVENIDA AV. MARIANO PASTOR  SEVILLA S/N ,SECTOR 6,GRUPO 6 NUMERO S/N DISTRITO VILLA EL SALVADOR PROVINCIA LIMA DEPARTAMENTO LIMA;I-4;PROVINCIAL;DISTRITAL;1
6912;50408;AYACUCHO;HUANTA;LLOCHEGUA;-12.45725833;-74.017865;PUESTO DE SALUD CHONGOS CARMEN PAMPA;PLAZA PLAZA PRINCIPAL DISTRITO LLOCHEGUA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
31275;220101;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;-6.0421468;-76.97831239;CENTRO DE SALUD MENTAL COMUNITARIO MOYOBAMBA;Los Caimitos NUMERO SIN NUMERO URBANIZACION Barrio El Belen DISTRITO MOYOBAMBA PROVINCIA MOYOBAMBA DEPARTAMENTO SAN MARTIN;I-3;DISTRITAL;PROVINCIAL;0
30785;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.39377383;-74.57807864;CENTRO DE SALUD MENTAL COMUNITARIO UNIVERSITARIO MAYUSHIN;CARRETERA FEDERICO BASADRE KM 6 200 INTERIOR UNIVERSIDAD NACIONAL DE UCAYALI DISTRITO CALLERIA PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI;I-3;DISTRITAL;PROVINCIAL;0
32588;200101;PIURA;PIURA;PIURA;-5.187344;-80.65332;CENTRO DE SALUD MENTAL COMUNITARIO VEINTISEIS DE OCTUBRE;AVENIDA GRAU 2439 PIURA POR LA CALLE CASTRO POZO VEINTISEIS DE OCTUBRE PIURA PIURA;I-2;DISTRITAL;PROVINCIAL;0
34658;100101;HUANUCO;HUANUCO;HUANUCO;-9.9207648;-76.2410843;POSTA MEDICA CAP  III  AMARILIS - PILLCO MARCA;LOS ALISOS  CDRA 4 NUMERO CDRA 4 DISTRITO PILLCO MARCA PROVINCIA HUANUCO DEPARTAMENTO HUANUCO;I-2;DISTRITAL;PROVINCIAL;0
3554;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.16312329;-74.23385457;CENTRO DE SALUD BELEN;JR. 7 DE ABRIL 491 DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-3;PROVINCIAL;PROVINCIAL;0
3557;50101;AYACUCHO;HUAMANGA;AYACUCHO;-13.15828223;-74.2340776;PUESTO DE SALUD MORRO DE ARICA;OTROS PP.JJ. LA LIBERTAD MZ H LTE.1B DISTRITO AYACUCHO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;PROVINCIAL;0
29680;210101;PUNO;PUNO;PUNO;-15.8402218;-70.0218805;CENTRO MEDICO AYAVIRI;GRAU NUMERO 354 DISTRITO AYAVIRI PROVINCIA MELGAR DEPARTAMENTO PUNO;I-3;PROVINCIAL;PROVINCIAL;0
3579;50106;AYACUCHO;HUAMANGA;OCROS;-13.42804947;-73.9040996;PUESTO DE SALUD CHUMBES;OTROS COMUNIDAD DE CHUMBES DISTRITO OCROS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
3665;50413;AYACUCHO;HUANTA;PUTIS;-12.62557739;-74.1955548;PUESTO DE SALUD VISCATAN;PLAZA PLAZA PRINCIPAL DE NUEVO RODEO DISTRITO SANTILLANA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
10235;210101;PUNO;PUNO;PUNO;-15.8416987;-70.0201942;POLICLINICO DE SALUD PNP-PUNO;AVENIDA AV. JULIACA S/N ALTO HUASCAR NUMERO S/N DISTRITO PUNO PROVINCIA PUNO DEPARTAMENTO PUNO;I-3;DISTRITAL;PROVINCIAL;0
11354;50110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;-13.20389219;-74.21632247;PUESTO DE SALUD YANAMA;AVENIDA AV LA MAR MZ LOTE1 - SECTOR ANCO DISTRITO CARMEN ALTO PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;1
11195;230101;TACNA;TACNA;TACNA;-18.00919833;-70.25849771;CENTRO DE SALUD MILITAR DE LA 3RA. BRIGADA DE CABALLERIA TACNA;AVENIDA AV. GREGORIO ALBARRACIN S/N NUMERO S/N DISTRITO TACNA PROVINCIA TACNA DEPARTAMENTO TACNA;I-3;DISTRITAL;PROVINCIAL;0
18081;100101;HUANUCO;HUANUCO;HUANUCO;-9.93367596;-76.24476835;CENTRO DE ATENCIAìN PRIMARIA III - METROPOLITANO;JR. ABTAO N¬∞ 299 DISTRITO HUANUCO PROVINCIA HUANUCO DEPARTAMENTO HUANUCO;I-3;DISTRITAL;PROVINCIAL;0
28947;120101;JUNIN;HUANCAYO;HUANCAYO;-12.07703523;-75.2051515;CENTRO DE SALUD MENTAL COMUNITARIO CHILCA;CALLE REAL NUMERO 100 PISO 1 DISTRITO CHILCA PROVINCIA HUANCAYO DEPARTAMENTO JUNIN;I-3;DISTRITAL;PROVINCIAL;0
7;160101;LORETO;MAYNAS;IQUITOS;-3.75344;-73.35446;"I-4 CENTRO DE SALUD MORONA COCHA ""JORGE AREVALO MELHO""";OTROS CABALLERO LASTRE SIN NUMERO DISTRITO IQUITOS PROVINCIA MAYNAS DEPARTAMENTO LORETO;I-4;DISTRITAL;PROVINCIAL;0
10900;110101;ICA;ICA;ICA;-14.07546;-75.7341811;POLICLINICO POLICIAL ICA;CALLE CALLE HUANUCO N¬∞ 480 DISTRITO ICA PROVINCIA ICA DEPARTAMENTO ICA;I-3;DISTRITAL;PROVINCIAL;0
3771;50409;AYACUCHO;HUANTA;CANAYRE;-12.281745;-74.02379833;PUESTO DE SALUD CANAYRE;OTROS LOTE: 05 MANZANA: P CANAYRE DISTRITO CANAYRE PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
3620;50112;AYACUCHO;HUAMANGA;SOCOS;-13.16538704;-74.29556647;PUESTO DE SALUD SANTA ROSA DE COCHABAMBA;PLAZA PLAZA PRINCIPAL DISTRITO SOCOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3633;50114;AYACUCHO;HUAMANGA;VINCHOS;-13.1743511;-74.41696112;PUESTO DE SALUD SAN JUAN CULLUHUANCCA;PLAZA PLAZA PRINCIPAL S/N NUMERO S/N DISTRITO VINCHOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
3647;50411;AYACUCHO;HUANTA;PUCACOLPA;-12.42020401;-74.48951756;PUESTO DE SALUD HUALLHUA;PLAZA PLAZA PRINCIPAL DE HUALLHUA DISTRITO PUCACOLPA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-2;PROVINCIAL;DISTRITAL;0
6231;70101;CALLAO;CALLAO;CALLAO;-12.0410186;-77.12248919;PUESTO DE SALUD RAMON CASTILLA;JR. CUZCO S/N PP.JJ. RAMON CASTILLA NUMERO S/N DISTRITO CALLAO PROVINCIA CALLAO DEPARTAMENTO CALLAO;I-2;PROVINCIAL;PROVINCIAL;0
3653;50404;AYACUCHO;HUANTA;IGUAIN;-13.01206167;-74.24662833;PUESTO DE SALUD  ALLCOHUILLCA;PLAZA PLAZA PRINCIPAL DE ALLCOHUILLCA DISTRITO IGUAIN PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
6911;50407;AYACUCHO;HUANTA;SIVIA;-12.72743167;-73.94693;PUESTO DE SALUD TUTUMBARU;PLAZA PLAZA PRINCIPAL TUTUMBARU DISTRITO SIVIA PROVINCIA HUANTA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
29247;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;-8.3833115;-74.5324882;"CENTRO DE SALUD MENTAL COMUNITARIO ""NUEVO AMANECER""";AVENIDA SAN FERNANDO MANZANA 14 LOTE 7 DISTRITO MANANTAY PROVINCIA CORONEL PORTILLO DEPARTAMENTO UCAYALI;I-3;DISTRITAL;PROVINCIAL;0
1248;40104;AREQUIPA;AREQUIPA;CERRO COLORADO;-16.38425942;-71.57119329;CENTRO DE SALUD ALTO LIBERTAD;"ESQUINA Jr.MIGUEL GRAU AREQUIPA, ZONA ""A"" COMITE ""Z"" PUEBLO JOVEN ALTO LIBERTAD DISTRITO CERRO COLORADO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA";I-3;PROVINCIAL;DISTRITAL;0
1263;40129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.43296376;-71.53053591;PUESTO DE SALUD 13 DE ENERO;CALLE CALLE MARISCAL CASTILLA 107 URB. 13 DE ENERO DISTRITO JOSE LUIS BUSTAMANTE Y RIVERO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
1267;40129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;-16.42567922;-71.54249357;PUESTO DE SALUD CERRO JULI;CALLE CALLE EDMUNDO ESCOMEL S/N NUMERO S/N DISTRITO JOSE LUIS BUSTAMANTE Y RIVERO PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
1270;40122;AREQUIPA;AREQUIPA;SOCABAYA;-16.45366513;-71.52755711;PUESTO DE SALUD LARA;OTROS PJE LA RONDA S/N LARA NUMERO S/N DISTRITO SOCABAYA PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA;I-2;PROVINCIAL;DISTRITAL;0
6140;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1733468;-76.9338322;CENTRO DE SALUD NUEVA ESPERANZA;AVENIDA AV. 26 DE NOVIEMBRE 835 NVA. ESPERANZA AV. 26 DE NOVIEMBRE 835 NVA. ESPERANZA VILLA MARIA DEL TRIUNFO LIMA LIMA;I-3;PROVINCIAL;DISTRITAL;0
6145;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.2210199;-76.92037;PUESTO DE SALUD NUEVO PROGRESO;OTROS PUEBLO JOVEN NUEVO PROGRESO SECTOR I PUEBLO JOVEN NUEVO PROGRESO SECTOR I VILLA MARIA DEL TRIUNFO LIMA LIMA;I-2;PROVINCIAL;DISTRITAL;2
6363;220910;SAN MARTIN;SAN MARTIN;MORALES;-6.49117631;-76.38191502;PUESTO DE SALUD ATUMPAMPA;JR. COLON N¬∞ 560 CP ATUMPAMPA DISTRITO TARAPOTO PROVINCIA SAN MARTIN DEPARTAMENTO SAN MARTIN;I-2;PROVINCIAL;DISTRITAL;0
6838;50112;AYACUCHO;HUAMANGA;SOCOS;-13.17640592;-74.30715378;PUESTO DE SALUD LUYANTA;PLAZA PLAZA PRINCIPAL DISTRITO SOCOS PROVINCIA HUAMANGA DEPARTAMENTO AYACUCHO;I-1;PROVINCIAL;DISTRITAL;0
