ID_INT;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;LATITUD;LONGITUD;Vias;TIPO_REDVIAL;Competencia_Via;Competencia_Administrativa;Siniestro_fatal
I-88778;150110;LIMA;LIMA;COMAS;-11.927936;-77.0522899;Avenida Universitaria / Calle José Santos Atahuaipa;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-89306;150110;LIMA;LIMA;COMAS;-11.930191;-77.0534599;Avenida Micaela Bastidas / Avenida Universitaria;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-89490;150110;LIMA;LIMA;COMAS;-11.9372754;-77.0489711;Avenida Túpac Amaru / Los Cactus;METROPOLITANA;PROVINCIAL;DISTRITAL;2
I-92193;150119;LIMA;LIMA;LURIN;-12.2526713;-76.897967;Antigua Panamericana Sur / Jirón Los Olivos;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-685315;060501;CAJAMARCA;CONTUMAZA;CONTUMAZA;-7.3242852;-78.659549;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-685307;060501;CAJAMARCA;CONTUMAZA;CONTUMAZA;-7.2784757;-78.6531595;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-685295;060501;CAJAMARCA;CONTUMAZA;CONTUMAZA;-7.2793307;-78.6541807;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-93330;150108;LIMA;LIMA;CHORRILLOS;-12.1950692;-77.0014774;Avenida Caminos del Inca / Jirón Leoncio Prado;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-236666;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3338385;-78.173243;Carretera Longitudinal de la Sierra Norte / Jirón Inclan / Jirón Tupac Amaru;LOCAL;DISTRITAL;PROVINCIAL;0
I-236679;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3314302;-78.1692185;Jirón Moore / Jirón Tupac Amaru;LOCAL;DISTRITAL;PROVINCIAL;0
I-236678;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3355069;-78.16341;Avenida 28 de Julio / Jirón John Kennedy;LOCAL;DISTRITAL;PROVINCIAL;0
I-236675;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3342687;-78.1654727;Avenida Ramon Castilla / Jirón John Kennedy;LOCAL;DISTRITAL;PROVINCIAL;0
I-236674;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3350265;-78.1638344;Jirón John Kennedy / Jirón Jorge Chavez;LOCAL;DISTRITAL;PROVINCIAL;0
I-236671;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3349016;-78.1722652;Carretera San Marcos / Jirón Inclan;LOCAL;DISTRITAL;PROVINCIAL;0
I-236669;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3370869;-78.1719462;Avenida España / Carretera San Marcos;LOCAL;DISTRITAL;PROVINCIAL;0
I-236668;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3364148;-78.1720538;Carretera San Marcos / Jirón Alfonso Ugarte;LOCAL;DISTRITAL;PROVINCIAL;0
I-236667;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3357451;-78.1721643;Carretera San Marcos / Jirón José Galvez;LOCAL;DISTRITAL;PROVINCIAL;0
I-236686;061001;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;-7.3359377;-78.1758948;Jirón José Galvez / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-93465;150137;LIMA;LIMA;SANTA ANITA;-12.0419083;-76.9654322;Avenida Huancaray / Avenida Santa Rosa / Calle Chavín;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-238901;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.00033;-78.8493801;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-238870;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0068581;-78.8609335;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-238825;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0022252;-78.8531707;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-95315;150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;-12.1670486;-76.949869;Avenida El Triunfo / Avenida Nicolás de Piérola;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-97671;150106;LIMA;LIMA;CARABAYLLO;-11.8972601;-77.030015;Avenida Túpac Amaru / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-238835;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0013515;-78.8527919;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-98356;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;-12.1512504;-76.9792259;Avenida Los Héroes / Calle Las Fresas;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-113498;150117;LIMA;LIMA;LOS OLIVOS;-11.9630517;-77.0789858;Avenida A / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-238831;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.1769127;-79.0104933;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-136729;150109;LIMA;LIMA;CIENEGUILLA;-12.1453892;-76.83216;Avenida Luis Felipe de las Casas Grieve / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-238829;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0016067;-78.8542428;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-238828;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0024545;-78.8526065;Jirón Pedro Novoa Rojas / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-238827;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0027926;-78.8519554;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-238826;061101;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;-7.0031774;-78.8508604;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-570303;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.4286054;-71.3558492;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-136879;150106;LIMA;LIMA;CARABAYLLO;-11.863619;-77.0081562;Avenida Túpac Amaru / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-137628;150118;LIMA;LIMA;LURIGANCHO;-11.9987694;-76.9264525;Avenida Las Torres / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-209800;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.3126824;-71.5993752;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-137716;150119;LIMA;LIMA;LURIN;-12.252992;-76.8937177;Antigua Panamericana Sur / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-138392;150103;LIMA;LIMA;ATE;-12.0347723;-76.9314249;Avenida Los Ángeles / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-145829;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.0761649;-76.9620966;Avenida Circunvalación del Golf de los Incas / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-209796;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.3123054;-71.5993378;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-156461;150125;LIMA;LIMA;PUENTE PIEDRA;-11.8739956;-77.0603979;Avenida San Juan de Villa / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-209793;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.3415359;-71.5350832;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-209574;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.2987388;-71.5873608;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-209791;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.2704538;-71.4776612;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-209584;081101;CUSCO;PAUCARTAMBO;PAUCARTAMBO;-13.2921651;-71.5868832;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-398245;150103;LIMA;LIMA;ATE;-12.0631026;-76.9831925;Calle s / n / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-251203;150108;LIMA;LIMA;CHORRILLOS;-12.1837938;-77.007998;Avenida Prolongación Paseo de la República / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-621608;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7724526;-75.0061735;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181731;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7841927;-74.9836908;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181456;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7848991;-74.9760823;Jirón Hipólito Unanue / Malecón Santa Rosa;LOCAL;DISTRITAL;DISTRITAL;0
I-181452;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7845876;-74.9757591;Jirón Nicolás de Piérola / Malecón Santa Rosa;LOCAL;DISTRITAL;DISTRITAL;0
I-181481;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7843409;-74.9778903;Avenida San Juan Evangelista / Jirón 8 de Junio;LOCAL;DISTRITAL;DISTRITAL;0
I-181482;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7842339;-74.9769089;Avenida San Juan Evangelista / Jirón Santos Villa;LOCAL;DISTRITAL;DISTRITAL;0
I-181720;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7847368;-74.983337;Jirón Córdova / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181739;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7818999;-74.981027;Jirón Amazonas / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181736;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.783364;-74.9817149;Jirón Colmenares / Pasaje 7 de Junio;LOCAL;DISTRITAL;DISTRITAL;0
I-181735;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7848795;-74.982489;Jirón Colmenares / Puente Cusco;LOCAL;DISTRITAL;DISTRITAL;0
I-181723;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7833057;-74.9755157;Avenida Mariano Melgar / Jirón Juan Díaz;LOCAL;DISTRITAL;DISTRITAL;0
I-181479;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7841195;-74.9810647;Avenida San Juan Evangelista / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181722;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.783288;-74.9770351;Avenida Ernesto Morales / Avenida Mariano Melgar;LOCAL;DISTRITAL;DISTRITAL;0
I-181622;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7846245;-74.9744231;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181621;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.783944;-74.9744372;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181611;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7836244;-74.9755722;Jirón Juan Díaz / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-181610;090118;HUANCAVELICA;HUANCAVELICA;ASCENSION;-12.7835684;-74.9767187;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-608425;120801;JUNIN;YAULI;LA OROYA;-11.5225579;-75.8984336;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185061;120801;JUNIN;YAULI;LA OROYA;-11.5359407;-75.9212285;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185021;120801;JUNIN;YAULI;LA OROYA;-11.506866;-75.9284431;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185017;120801;JUNIN;YAULI;LA OROYA;-11.515937;-75.9231191;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185009;120801;JUNIN;YAULI;LA OROYA;-11.5153322;-75.9192056;Avenida Los Olivos / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185008;120801;JUNIN;YAULI;LA OROYA;-11.5152886;-75.9198164;Avenida Los Olivos / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185007;120801;JUNIN;YAULI;LA OROYA;-11.5139863;-75.9282277;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185006;120801;JUNIN;YAULI;LA OROYA;-11.5154046;-75.9272316;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-185005;120801;JUNIN;YAULI;LA OROYA;-11.5185361;-75.900623;Avenida José Carlos Mariátegui / Calle Cusco;LOCAL;DISTRITAL;PROVINCIAL;0
I-185004;120801;JUNIN;YAULI;LA OROYA;-11.5167207;-75.9000169;Avenida José Carlos Mariátegui / Calle San Juan / Pasaje Los Libertadores;LOCAL;DISTRITAL;PROVINCIAL;0
I-185002;120801;JUNIN;YAULI;LA OROYA;-11.5201301;-75.901855;Calle Huancavelica / Jirón Junín;LOCAL;DISTRITAL;PROVINCIAL;0
I-185000;120801;JUNIN;YAULI;LA OROYA;-11.5194475;-75.9005728;Calle San Martín / Jirón Progreso;LOCAL;DISTRITAL;PROVINCIAL;0
I-184999;120801;JUNIN;YAULI;LA OROYA;-11.5198126;-75.899212;Calle Chanchamayo / Jirón Progreso / Pasaje Víctor Belaúnde;LOCAL;DISTRITAL;PROVINCIAL;0
I-184998;120801;JUNIN;YAULI;LA OROYA;-11.5180329;-75.9000948;Calle Chanchamayo / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-184997;120801;JUNIN;YAULI;LA OROYA;-11.5192746;-75.900147;Calle Chanchamayo / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-184996;120801;JUNIN;YAULI;LA OROYA;-11.5177931;-75.9003736;Avenida José Carlos Mariátegui / Calle Chanchamayo;LOCAL;DISTRITAL;PROVINCIAL;0
I-184994;120801;JUNIN;YAULI;LA OROYA;-11.5199461;-75.9008086;Calle San Martín / Jirón 2 de Mayo;LOCAL;DISTRITAL;PROVINCIAL;0
I-27824;070101;CALLAO;CALLAO;CALLAO;-12.0013423;-77.1015736;Avenida Los Dominicos / Calle s / n;METROPOLITANA;PROVINCIAL;PROVINCIAL;1
I-311293;150137;LIMA;LIMA;SANTA ANITA;-12.0462004;-76.9440121;Avenida Nicolás de Ayllón / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-706465;130601;LA LIBERTAD;OTUZCO;OTUZCO;-7.8368428;-78.5092878;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-706466;130601;LA LIBERTAD;OTUZCO;OTUZCO;-7.8461211;-78.4863281;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-706579;130601;LA LIBERTAD;OTUZCO;OTUZCO;-7.9168152;-78.6354965;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-706580;130601;LA LIBERTAD;OTUZCO;OTUZCO;-7.9107048;-78.61951;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-92028;150107;LIMA;LIMA;CHACLACAYO;-11.9734721;-76.7649977;Calle s / n / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-317648;150140;LIMA;LIMA;SANTIAGO DE SURCO;-12.1283559;-76.9950493;Avenida Alfredo Benavides / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-706583;130601;LA LIBERTAD;OTUZCO;OTUZCO;-7.8918153;-78.5943835;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-706584;130601;LA LIBERTAD;OTUZCO;OTUZCO;-7.8850328;-78.5910606;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-706585;130601;LA LIBERTAD;OTUZCO;OTUZCO;-7.8852208;-78.5903286;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-325038;150119;LIMA;LIMA;LURIN;-12.2640337;-76.8811439;Antigua Panamericana Sur / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-539033;130809;LA LIBERTAD;PATAZ;PATAZ;-7.741557;-77.6168096;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;1
I-313519;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7851971;-77.5935082;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-313518;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7849689;-77.5944839;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-399360;130809;LA LIBERTAD;PATAZ;PATAZ;-7.8012422;-77.6468957;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-700905;130809;LA LIBERTAD;PATAZ;PATAZ;-7.6772861;-77.6750042;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-723244;130809;LA LIBERTAD;PATAZ;PATAZ;-7.771509;-77.5685446;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-723245;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7760614;-77.5778103;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-351704;070106;CALLAO;CALLAO;VENTANILLA;-11.8274383;-77.1671022;Avenida Santa Rosa / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-723287;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7146556;-77.6399705;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-723288;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7046032;-77.6415879;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-723289;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7067615;-77.6427399;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-723290;130809;LA LIBERTAD;PATAZ;PATAZ;-7.714552;-77.6587942;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-723291;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7117385;-77.6543619;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-723293;130809;LA LIBERTAD;PATAZ;PATAZ;-7.7129245;-77.6578412;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-355004;150130;LIMA;LIMA;SAN BORJA;-12.0883472;-77.004936;Avenida Javier Prado Este / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-176655;150509;LIMA;CAÑETE;MALA;-12.6659817;-76.6224088;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-176646;150509;LIMA;CAÑETE;MALA;-12.6684609;-76.6199902;Calle 2 de Setiembre / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-176647;150509;LIMA;CAÑETE;MALA;-12.6675046;-76.6189881;Calle 2 de Setiembre / Calle 28 de Julio;LOCAL;DISTRITAL;DISTRITAL;0
I-176649;150509;LIMA;CAÑETE;MALA;-12.6754849;-76.6427064;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-176638;150509;LIMA;CAÑETE;MALA;-12.6691173;-76.6193636;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-176652;150509;LIMA;CAÑETE;MALA;-12.6655631;-76.6221302;Calle Unión Sur / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-631225;150805;LIMA;HUAURA;HUALMAY;-11.0866042;-77.6020769;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-382031;150109;LIMA;LIMA;CIENEGUILLA;-12.0706926;-76.7563443;Calle s / n / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-687369;150109;LIMA;LIMA;CIENEGUILLA;-12.0778822;-76.8566454;Calle s / n / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-430050;150109;LIMA;LIMA;CIENEGUILLA;-12.0903621;-76.8560453;Calle s / n / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-57825;150805;LIMA;HUAURA;HUALMAY;-11.0995039;-77.5976043;Calle Alpamayo / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-57826;150805;LIMA;HUAURA;HUALMAY;-11.101817;-77.5984397;Avenida Cruz de Cano / Avenida Puquio Cano / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-57827;150805;LIMA;HUAURA;HUALMAY;-11.0985724;-77.5973218;Calle Independencia / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-57828;150805;LIMA;HUAURA;HUALMAY;-11.0990172;-77.5974569;Calle Amazonas / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-57829;150805;LIMA;HUAURA;HUALMAY;-11.0999793;-77.5977635;Calle Ciro Alegría / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-57830;150805;LIMA;HUAURA;HUALMAY;-11.0979505;-77.5971515;Calle Juan Velasco Alvarado / Pasaje Vencedores del Cenepa;LOCAL;DISTRITAL;DISTRITAL;0
I-57831;150805;LIMA;HUAURA;HUALMAY;-11.1002694;-77.5978962;Calle Andrés Avelino Cáceres / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-57832;150805;LIMA;HUAURA;HUALMAY;-11.1005425;-77.5980057;Calle José María Arguedas / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-57833;150805;LIMA;HUAURA;HUALMAY;-11.0966091;-77.5968545;Avenida Domingo Mandamiento / Calle Juan Velasco Alvarado;LOCAL;DISTRITAL;DISTRITAL;0
I-370834;070102;CALLAO;CALLAO;BELLAVISTA;-12.0615193;-77.0871914;Avenida República de Venezuela / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-377326;150123;LIMA;LIMA;PACHACAMAC;-12.2362532;-76.8625071;Calle Los Tulipanes / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-459351;200605;PIURA;SULLANA;MARCAVELICA;-4.8497077;-80.7228391;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459353;200605;PIURA;SULLANA;MARCAVELICA;-4.8507393;-80.724425;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459368;200605;PIURA;SULLANA;MARCAVELICA;-4.8749848;-80.7903229;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459374;200605;PIURA;SULLANA;MARCAVELICA;-4.8791256;-80.7924893;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459373;200605;PIURA;SULLANA;MARCAVELICA;-4.8808215;-80.7937092;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459372;200605;PIURA;SULLANA;MARCAVELICA;-4.8775237;-80.779894;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459367;200605;PIURA;SULLANA;MARCAVELICA;-4.8819613;-80.7943784;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459354;200605;PIURA;SULLANA;MARCAVELICA;-4.8531744;-80.7245225;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459366;200605;PIURA;SULLANA;MARCAVELICA;-4.8815832;-80.7932398;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459365;200605;PIURA;SULLANA;MARCAVELICA;-4.8775276;-80.789773;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-459364;200605;PIURA;SULLANA;MARCAVELICA;-4.8804206;-80.7862929;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-381730;150113;LIMA;LIMA;JESUS MARIA;-12.0793029;-77.0482102;Avenida Húsares de Junín / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;1
I-198090;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.8998936;-69.8619564;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-198079;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.8977192;-69.8650568;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-198080;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.9003754;-69.862397;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-198082;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.9015577;-69.8625076;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-198083;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.8957062;-69.8649176;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-198084;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.8959991;-69.8630361;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-382247;070106;CALLAO;CALLAO;VENTANILLA;-11.8182857;-77.1382738;Avenida Los Arquitectos / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-382365;070106;CALLAO;CALLAO;VENTANILLA;-11.8337806;-77.116359;Avenida Playa Hermosa / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-408214;150126;LIMA;LIMA;PUNTA HERMOSA;-12.2971048;-76.7777361;Avenida Pampa Pacta / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-412221;150107;LIMA;LIMA;CHACLACAYO;-11.9831509;-76.7808835;Avenida Las Cumbres / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-198065;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.8997784;-69.8641498;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-198077;211001;PUNO;SAN ANTONIO DE PUTINA;PUTINA;-14.9014823;-69.8630886;Calle s / n / Calle s / n;LOCAL;DISTRITAL;PROVINCIAL;0
I-553796;211002;PUNO;SAN ANTONIO DE PUTINA;ANANEA;-14.6331945;-69.4486394;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
I-421732;150123;LIMA;LIMA;PACHACAMAC;-12.2382054;-76.8606208;Avenida Camino Real / Calle s / n;METROPOLITANA;PROVINCIAL;DISTRITAL;0
I-286740;211002;PUNO;SAN ANTONIO DE PUTINA;ANANEA;-14.6403799;-69.4479779;Calle s / n / Calle s / n;LOCAL;DISTRITAL;DISTRITAL;0
